Año,Mes,Día,Hora,Lugar,Latitud,Longitud,Vehículo 1 - fase,Vehículo 1 - tipo,Vehículo 1 - experimental,Vehículo 1 - marca,Vehículo 1 - modelo,Vehículo 1 - matricula,Vehículo 1 - suceso,Vehículo 1 - investigacion,Vehículo 1 - operacion,Vehículo 1 - daños,Vehículo 1 - categoria,Vehículo 2 - fase,Vehículo 2 - tipo,Vehículo 2 - experimental,Vehículo 2 - marca,Vehículo 2 - modelo,Vehículo 2 - matricula,Vehículo 2 - suceso,Vehículo 2 - investigacion,Vehículo 2 - operacion,Vehículo 2 - daños,Vehículo 2 - categoria
2022,8,15,15:25:00,Aeropuerto Morón (Buenos Aires),-34.67916666666667,-58.64361111111111,Rodaje salida,Avión,False,CESSNA,C-150-L,LV-CRR,Incidente,True,Non-Commercial Operations,Leves,GCOL (Ground Collision),,,,,,,,,,,
2022,8,13,20:10:00,Aeródromo Malargue (Mendoza),-35.493611111111115,-69.57472222222222,Aterrizaje,Avión,False,BEECHCRAFT,B-58,LV-CHY,Incidente,True,Non-Commercial Operations,Leves,ARC (Abnormal runway contact),,,,,,,,,,,
2022,8,11,17:50:00,Aeródromo Coronel Olmedo (Buenos Aires),-31.451666666666664,-64.075,Aterrizaje,Avión,False,CESSNA,152-II,LV-OOJ,Accidente,True,Non-Commercial Operations,De importancia,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,8,9,16:53:00,Localidad Santa Fe (Santa Fe),-33.34388888888889,-62.05277777777778,Maniobras,Avión,False,PIPER,PA-11-C,LV-NIG,Accidente,True,Non-Commercial Operations,Destruida,LOC-I (Loss of control - inflight),,,,,,,,,,,
2022,8,2,21:00:00,Aeródromo Charata (Chaco),-27.21638888888889,-61.21,Aterrizaje,Avión,False,CESSNA,C-210-B,LV-HJT,Accidente,True,Non-Commercial Operations,De importancia,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,7,29,16:00:00,Localidad Cordoba (Cordoba),-31.31,-64.20833333333334,Aproximación,Avión,False,AIRBUS,A-320,LV-IVN,Incidente grave,True,Commercial Air Transport,Ninguno,MED (Medical),,,,,,,,,,,
2022,7,27,19:30:00,Aeropuerto Juan Domingo Perón - Neuquén (Sazn) (Neuquen),-38.95194444444445,-68.14027777777778,Rodaje a plataforma,Avión,False,TECNAM,P-92,LV-S037,Intervención,False,Non-Commercial Operations,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,7,26,21:00:00,Aeródromo Orán (Salta),-22.92,-64.3625,Maniobras,Avión,False,AYRES,S2R-G1,LV-WZM,Intervención,False,Specialised Operations,Leves,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2022,7,24,13:00:00,Localidad Salta (Salta),-24.859722222222224,-65.48694444444445,Aterrizaje,Avión,False,CESSNA,CESSNA 560,LV-KFB,Incidente,True,Commercial Air Transport,Leves,ARC (Abnormal runway contact),,,,,,,,,,,
2022,7,23,18:39:00,Aeropuerto Juan Domingo Perón - Neuquén (Sazn) (Neuquen),-38.95194444444445,-68.14027777777778,Crucero,Avión,False,LEARJET,LJ-45,LV-BOU,Intervención,False,Non-Commercial Operations,Ninguno,MED (Medical),,,,,,,,,,,
2022,7,22,20:00:00,Localidad General Rodriguez (Buenos Aires),-34.68861111111111,-58.955000000000005,Despegue,Helicóptero,False,ROBINSON,R-44,LV-WMB,Accidente,True,Non-Commercial Operations,Destruida,UNK (Unknown o undetermined),,,,,,,,,,,
2022,7,21,16:10:00,Localidad Don Torcuato (Buenos Aires),-34.49388888888889,-58.60333333333333,Aproximación,Helicóptero,False,Eurocopter Deutschland,MBB-BK-117C2,LV-CAN,Accidente,True,Non-Commercial Operations,Destruida,LOC-I (Loss of control - inflight),,,,,,,,,,,
2022,7,20,12:10:00,Aeropuerto Juan Domingo Perón - Neuquén (Sazn) (Neuquen),-38.94888888888889,-68.15583333333333,Aterrizaje,Avión,False,TEXTRON AVIATION INC,Textron Aviation 200,LV-WOS,Intervención,False,Commercial Air Transport,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,7,16,14:50:00,Aeropuerto Ministro Pistarini -Ezeiza (Saez) (Buenos Aires),-24.859722222222224,-65.48694444444445,Despegue,Avión,False,LEARJET,LEARJET 35-A,LV-BAW,Incidente,True,Non-Commercial Operations,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,7,14,16:00:00,Aeródromo Coronel Olmedo (Cordoba),-31.451666666666664,-64.075,Aproximación,Avión,False,CESSNA,C-185-E,LV-AST,Incidente,True,Non-Commercial Operations,Leves,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,7,13,12:15:00,Zona rural Cafayate (Salta),-26.03777777777778,-65.91000000000001,Estacionado,Aerostato,False,HEAD-BALLOONS,AX8-105,LV-WXO,Intervención,False,Non-Commercial Operations,Ninguno,LOLI (Loss of lifting conditions en-route),,,,,,,,,,,
2022,7,7,22:25:00,Aeropuerto Ministro Pistarini -Ezeiza (Saez) (Buenos Aires),-34.8168141,-58.5474234,Aproximación,Avión,False,AIRBUS,Airbus 350-941,EC-NJM,Incidente,True,Commercial Air Transport,Leves,BIRD (Birdstrike),,,,,,,,,,,
2022,7,7,20:45:00,Aeródromo La Plata (Buenos Aires),-34.87444444444444,-57.96138888888889,Aterrizaje,Avión,False,PIPER,PA-11-C,LV-XLT,Accidente,True,Non-Commercial Operations,De importancia,CTOL (Collision with obstacle during take-off and landing),Aterrizaje,Avión,False,PIPER,PA-11,LV-YPS,Accidente,True,Non-Commercial Operations,Ninguno,CTOL (Collision with obstacle during take-off and landing)
2022,7,7,15:20:00,Localidad Villaguay (Entre Rios),-31.836944444444445,-58.87777777777778,Aproximación,Avión,False,PIPER,PA-38-112,LV-AOH,Accidente,True,Non-Commercial Operations,Destruida,CTOL (Collision with obstacle during take-off and landing),,,,,,,,,,,
2022,7,5,18:45:00,Aeródromo Batan (Buenos Aires),-38.01166666666666,-57.6775,Aterrizaje,Avión,False,PIPER,PA-34-200T,LV-JHQ,Accidente,True,Non-Commercial Operations,De importancia,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,7,2,20:30:00,Aeroclub Allen (Rio Negro),-38.9575,-67.80611111111111,Estacionado,Avión,False,TECNAM,P2008-JC,LV-S046,Accidente,True,Non-Commercial Operations,De importancia,RAMP (Ground Handling),,,,,,,,,,,
2022,7,2,13:00:00,Aeropuerto San Rafael (Mendoza),-34.58777777777778,-68.40361111111112,Aterrizaje,Avión,False,TECNAM,P-2002-S,LV-S065,Intervención,False,Non-Commercial Operations,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,7,1,17:10:00,"Aeropuerto Río Grande (Tierra Del Fuego, Antártida E Islas Del Atlántico Sur)",-53.78055555555555,-67.7625,Crucero,Avión,False,LEARJET,LJ-35,LV-BPA,Accidente,True,Commercial Air Transport,Destruida,"F-POST (Fire/smoke Post-Impact), LOC-I (Loss of control - inflight)",,,,,,,,,,,
2022,6,16,21:14:00,Aeropuerto Juan Domingo Perón - Neuquén (Sazn) (Neuquen),-38.94944444444444,-68.14083333333333,Crucero,Avión,False,LEARJET,LJ 60,LV-BZJ,Intervención,False,Commercial Air Transport,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,6,15,18:30:00,Localidad El Tránsito (Corrientes),-28.416666666666668,-57.7,Despegue,Avión,False,BEECHCRAFT,A-36,LV-HUQ,Accidente,True,Non-Commercial Operations,De importancia,LOC-I (Loss of control - inflight),,,,,,,,,,,
2022,6,12,18:30:00,Localidad Hersilia (Santa Fe),-30.07777777777778,-61.92583333333333,Crucero,Avión,False,IAe 20,Boyero,LV-ZEY,Incidente,True,Non-Commercial Operations,Ninguno,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2022,6,11,18:40:00,Aeródromo Cafayate (Salta),-26.05555555555556,-65.93694444444445,Aterrizaje,Avión,False,AERO BOERO,AB-180,LV-MFM,Accidente,True,Non-Commercial Operations,De importancia,LOC-G (Loss of control -ground),,,,,,,,,,,
2022,6,7,13:12:00,Aeropuerto Aeroparque Jorge Newbery (Sabe) (Buenos Aires),-34.55972222222222,-58.415,Aterrizaje,Avión,False,LEARJET,LJ-35,LV-IYQ,Incidente,True,Commercial Air Transport,Leves,ARC (Abnormal runway contact),,,,,,,,,,,
2022,6,6,17:34:00,Aeropuerto San Fernando (Buenos Aires),-34.455000000000005,-58.59138888888889,Estacionado,Helicóptero,False,ROBINSON,R-22,LV-JUD,Accidente,True,Unknown,De importancia,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,6,1,19:00:00,Localidad Buenos Aires (Buenos Aires),-34.89083333333333,-61.53138888888889,Aterrizaje,Avión,False,TECNAM,P-2002,LV-S017,Intervención,False,Unknown,Leves,ARC (Abnormal runway contact),,,,,,,,,,,
2022,5,28,16:30:00,Localidad Cuchillo-Co (La Pampa),-38.551944444444445,-65.08416666666666,Rodaje salida,Avión,False,CESSNA,140-A,LV-FCV,Intervención,False,Unknown,Leves,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2022,5,27,14:00:00,Aeropuerto San Fernando (Buenos Aires),-34.4575,-58.590833333333336,Rodaje a plataforma,Avión,False,BEECHCRAFT,B-200,LV-OFT,Intervención,False,Commercial Air Transport,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,5,19,15:45:00,Localidad Marcos Paz (Buenos Aires),-34.71222222222222,-58.87388888888889,Crucero,Avión,False,CESSNA,C-152,LV-BRI,Incidente,True,Non-Commercial Operations,Ninguno,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2022,5,18,17:00:00,Aeropuerto San Fernando (Buenos Aires),-34.455000000000005,-58.59138888888889,Aterrizaje,Avión,False,TECNAM,P-2002,LV-S105,Intervención,False,Specialised Operations,Ninguno,OTHR (Other),,,,,,,,,,,
2022,5,12,13:00:00,Aeropuerto Resistencia (Sare) (Chaco),-27.45,-59.05611111111111,Crucero,Avión,False,ROCKWELL SABRELINER,690B,LV-MYA,Incidente,True,Non-Commercial Operations,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,5,6,15:00:00,Aeródromo Marcos Juarez (Cordoba),-32.68388888888889,-62.1575,Aterrizaje,Avión,False,CESSNA,C-180,S/M,Intervención,False,Unknown,De importancia,OTHR (Other),,,,,,,,,,,
2022,5,5,19:30:00,Aeródromo Santa Rosa (Sazr) (La Pampa),-36.59666666666667,-64.18722222222223,Aterrizaje,Planeador,False,JEZOW,PW6U,LV-EQS,Incidente,True,Non-Commercial Operations,Leves,ARC (Abnormal runway contact),,,,,,,,,,,
2022,4,23,14:43:00,Aeródromo Parana (Entre Rios),-31.75,-60.38305555555556,Aterrizaje,Avión,False,PIPER,PA-A-38-112,LV-OLF,Intervención,False,Non-Commercial Operations,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,4,16,22:20:00,Aeropuerto Juan Domingo Perón - Neuquén (Sazn) (Neuquen),-35.94888888888889,-68.15583333333333,Aterrizaje,Avión,False,PIPER,PA-A-28-180,LV-LNA,Intervención,False,Non-Commercial Operations,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,4,16,18:40:00,Localidad Necochea (Buenos Aires),-38.60583333333334,-58.79166666666666,Crucero,Avión,False,CESSNA,C-152,LV-OFS,Incidente grave,True,Non-Commercial Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2022,4,8,17:30:00,Aeropuerto San Fernando (Buenos Aires),-34.455000000000005,-58.59138888888889,Maniobras,Experimental,True,WHEELER,EXPRESS,LV-X534,Intervención,False,Unknown,Leves,GCOL (Ground Collision),Estacionado,Avión,False,BEECHCRAFT,C-90A,LV-CSN,Intervención,False,Unknown,Leves,GCOL (Ground Collision)
2022,4,7,11:15:00,Aeropuerto San Fernando (Buenos Aires),-34.455000000000005,-58.59138888888889,Rodaje salida,Avión,False,BEECHCRAFT,B-200,LV-KBS,Incidente,True,Commercial Air Transport,Leves,GCOL (Ground Collision),,,,,,,,,,,
2022,4,6,17:21:00,"Localidad Alta Mar, Altura Chubut, Comodoro Rivadavia (Chubut)",,,Crucero,Avión,False,VAN S,RV-10,PP-ZRT,Accidente,True,Non-Commercial Operations,Se desconoce,"ICE (Icing), LOC-I (Loss of control - inflight)",,,,,,,,,,,
2022,4,1,20:00:00,Zona rural Miramar (Buenos Aires),-38.26222222222222,-57.87027777777778,Crucero,Avión,False,PIPER,PA-11,LV-YOD,Accidente,True,Non-Commercial Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2022,3,30,14:32:00,"Aeropuerto Ángel S. Adami (Suaa) (Montevideo, Uruguay)",-34.7881784,-56.2645262,Aterrizaje,Avión,False,PIPER,PA-60,LV-MBZ,Accidente,True,Unknown,Leves,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,3,23,14:00:00,Aeroclub Río Cuarto (Cordoba),-33.160555555555554,-64.33722222222222,Aterrizaje,Avión,False,CESSNA,C-152,LV-API,Accidente,True,Non-Commercial Operations,Se desconoce,ARC (Abnormal runway contact),,,,,,,,,,,
2022,3,19,20:10:00,Aeropuerto San Fernando (Buenos Aires),-34.455000000000005,-58.59138888888889,Aterrizaje,Avión,False,TEXTRON AVIATION INC,95-B55,LV-HWL,Incidente,True,Non-Commercial Operations,Ninguno,FUEL (Fuel related),,,,,,,,,,,
2022,3,14,18:45:00,Aeródromo San Justo (Santa Fe),-30.76805555555556,-60.568333333333335,Despegue,Avión,False,AEROSTAR,601-P,LV-MEE,Accidente,True,Non-Commercial Operations,De importancia,"ARC (Abnormal runway contact), RE (Runway Excursion)",,,,,,,,,,,
2022,3,12,16:30:00,Localidad Mula Muerta (Cordoba),-30.881944444444446,-63.965,Aproximación,Avión,False,Rockwell (Ayres),S-2R,LV-BYP,Accidente,True,Specialised Operations,De importancia,FUEL (Fuel related),,,,,,,,,,,
2022,3,9,19:30:00,Localidad General Pinedo (Chaco),-27.46611111111111,-61.61055555555556,Crucero,Avión,False,AIR TRACTOR,AT-402-A,LV-JQL,Accidente,True,Specialised Operations,De importancia,FUEL (Fuel related),,,,,,,,,,,
2022,3,4,18:00:00,Aeropuerto Ingeniero Taravella - Córdoba (Saco) (Cordoba),-31.31,-64.20833333333334,Crucero,Avión,False,BOEING,B-737-800,LV-FXQ,Incidente grave,True,Commercial Air Transport,Leves,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,3,1,22:00:00,Aeroclub Concordia (Entre Rios),-31.30027777777778,-58.01277777777778,Aterrizaje,Avión,False,CESSNA,C-150-M,LV-CFT,Accidente,True,Unknown,Se desconoce,RE (Runway Excursion),,,,,,,,,,,
2022,2,27,22:30:00,Zona rural Córdoba (Cordoba),-33.49638888888889,-62.68388888888889,Aterrizaje,Helicóptero,False,ROBINSON,R-22,LV-KBQ,Accidente,True,Non-Commercial Operations,De importancia,LOC-I (Loss of control - inflight),,,,,,,,,,,
2022,2,24,12:38:00,Aeropuerto Ministro Pistarini -Ezeiza (Saez) (Buenos Aires),-34.81722222222223,-58.53861111111111,Ascenso,Avión,False,EMBRAER,E-190,LV-GIQ,Incidente,True,Commercial Air Transport,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,2,19,22:30:00,Aeropuerto San Luis (San Luis),-33.64416666666666,-65.4025,Despegue,Helicóptero,False,HUGHES,H-500-C,LV-LTF,Accidente,True,Non-Commercial Operations,Destruida,LOC-I (Loss of control - inflight),,,,,,,,,,,
2022,2,14,22:30:00,Localidad Ituzaingó (Corrientes),-34.6583293,-58.6671441,Se desconoce,Avión,False,PZL,M-18-B,LV-CEQ,Accidente,True,Nationally Regulated Operations (State Operations),Se desconoce,F-NI (Fire/smoke non-impact),,,,,,,,,,,
2022,2,11,18:00:00,Aeropuerto Morón (Buenos Aires),-34.67472222222222,-58.47555555555556,Aterrizaje,Avión,False,CESSNA,CITATION,LV-JUO,Accidente,True,Unknown,De importancia,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,2,10,17:00:00,Aeródromo Santa Teresita (Buenos Aires),-36.54222222222222,-56.72138888888889,Aterrizaje,Avión,False,DINFIA,IAe 46 SUPER RANQUEL,LV-HYE,Accidente,True,Non-Commercial Operations,De importancia,RE (Runway Excursion),,,,,,,,,,,
2022,2,8,19:56:00,Aeropuerto San Fernando (Buenos Aires),-34.455000000000005,-58.59138888888889,Aterrizaje,Avión,False,BEECHCRAFT,B-58,LV-IWH,Intervención,False,Non-Commercial Operations,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,2,3,00:00:00,Aeropuerto Islas Malvinas - Rosario (Saar) (Santa Fe),-32.905277777777776,-60.785,Crucero,Avión,False,EMBRAER,E-190,LV-GIQ,Intervención,False,Commercial Air Transport,Ninguno,F-NI (Fire/smoke non-impact),,,,,,,,,,,
2022,2,2,21:45:00,Aeropuerto Comodoro Rivadavia (Chubut),-45.90416666666667,-67.55888888888889,Rodaje salida,Avión,True,PULL,375,LV-X753,Intervención,False,Non-Commercial Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2022,2,1,04:30:00,Aeropuerto Ministro Pistarini -Ezeiza (Saez) (Buenos Aires),-34.82222222222222,-58.53583333333333,Estacionado,Avión,False,BOEING,737-86J,HP-1822CMP,Intervención,False,Commercial Air Transport,Leves,RAMP (Ground Handling),,,,,,,,,,,
2022,1,29,15:50:00,Aeródromo Concepción Del Uruguay (Entre Rios),-32.45777777777778,-58.30833333333333,Estacionado,Avión,False,PIPER,PA-38,LV-ANT,Intervención,False,Non-Commercial Operations,Leves,GCOL (Ground Collision),,,,,,,,,,,
2022,1,20,09:45:00,Aeropuerto San Fernando (Buenos Aires),-34.455000000000005,-58.59138888888889,Despegue,Avión,False,HAWKER,900-XP,LV-ZTR,Incidente,True,Commercial Air Transport,Leves,BIRD (Birdstrike),,,,,,,,,,,
2022,1,15,22:30:00,Zona rural Santo Tomé (Corrientes),-28.523055555555555,-56.11277777777778,Despegue,Avión,False,AIR TRACTOR,AT-602,LV-WZE,Accidente,True,Nationally Regulated Operations (State Operations),Destruida,LOC-I (Loss of control - inflight),,,,,,,,,,,
2022,1,12,22:30:00,Zona rural San Salvador (Entre Rios),-31.4025,-58.473333333333336,Maniobras,Avión,False,GRUMMAN,G-164-A,LV-GXQ,Intervención,False,Specialised Operations,Ninguno,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2022,1,12,13:45:00,Aeropuerto Tucumán (Tucuman),-25.83833333333333,-65.10444444444444,Despegue,Avión,False,EMBRAER,E-190,LV-CMB,Intervención,False,Commercial Air Transport,Ninguno,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2022,1,10,22:24:00,Aeropuerto Ministro Pistarini -Ezeiza (Saez) (Buenos Aires),-34.82222222222222,-58.53583333333333,Ascenso,Avión,False,BOEING,B-737-800,LV-FUA,Intervención,False,Commercial Air Transport,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2022,1,8,19:25:00,Zona rural Campo Las Mulitas (Entre Rios),-30.366666666666667,-58.98416666666667,Aterrizaje,Avión,False,GRUMMAN,G-164-A,LV-GXQ,Intervención,False,Specialised Operations,Se desconoce,UNK (Unknown o undetermined),,,,,,,,,,,
2022,1,2,13:13:00,Aeropuerto Gral. M. M. De Guemes (Sasa) (Salta),-24.859722222222224,-65.48694444444445,Aterrizaje,Avión,False,CESSNA,C-180,LV-JJN,Intervención,False,Non-Commercial Operations,Ninguno,"ARC (Abnormal runway contact), SCF-NP (System/component failure or malfunction (No Powerplant)",,,,,,,,,,,
2021,12,31,18:32:00,Aeropuerto Posadas Gral José De San Martín (Sarp) (Misiones),-28.849722222222223,-56.931666666666665,Crucero,Avión,False,BOEING,B-737-800,LV-HKN,Intervención,False,Commercial Air Transport,Leves,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2021,12,30,19:10:00,Aeropuerto Tucumán (Tucuman),-26.84083333333333,-65.10472222222222,Crucero,Avión,False,CESSNA,C-208-B,LV-BMP,Intervención,False,Commercial Air Transport,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2021,12,30,11:30:00,Aeródromo Coronel Olmedo (Cordoba),-31.48777777777778,-64.14194444444445,Aterrizaje,Avión,False,AEROPRAKT,AP-22,LV-S044,Accidente,True,Non-Commercial Operations,De importancia,ARC (Abnormal runway contact),,,,,,,,,,,
2021,12,26,22:15:00,Localidad La Plata (Buenos Aires),-35.02,-57.922777777777775,Aterrizaje,Planeador,False,SCHLEICHER,ASK-18,LV-DBH,Intervención,False,Non-Commercial Operations,Leves,LOLI (Loss of lifting conditions en-route),,,,,,,,,,,
2021,12,22,21:15:00,Aeropuerto Ingeniero Taravella - Córdoba (Saco) (Cordoba),-31.31,-64.20833333333334,Aterrizaje,Avión,False,TECNAM,P-2006,LV-FQS,Intervención,False,Non-Commercial Operations,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2021,12,21,23:15:00,Aeródromo El Pampero (La Pampa),-36.59666666666667,-64.18722222222223,Despegue,Planeador,False,JEZOW,PW6U,LV-EQS,Incidente,True,Non-Commercial Operations,Leves,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2021,12,19,15:51:00,Aeropuerto Ministro Pistarini -Ezeiza (Saez) (Buenos Aires),-34.82222222222222,-58.53583333333333,Ascenso,Avión,False,BOEING,B-737-800,LV-FUA,Intervención,False,Commercial Air Transport,Ninguno,OTHR (Other),,,,,,,,,,,
2021,12,10,10:40:00,Aeródromo Alagro. Localidad: Funes (Santa Fe),-32.89,-60.84361111111112,Aterrizaje,Avión,False,CESSNA,150,LV-CJR,Accidente,True,Non-Commercial Operations,De importancia,ARC (Abnormal runway contact),,,,,,,,,,,
2021,12,6,15:10:00,Aeródromo Ceres (Santa Fe),-29.86305555555556,-61.87277777777778,Aterrizaje,Avión,False,AERO BOERO,AB-180,LV-ATS,Accidente,True,Specialised Operations,De importancia,LOC-G (Loss of control -ground),,,,,,,,,,,
2021,11,26,16:20:00,Localidad Puerto Iguazu (Misiones),-25.6107508,-54.5764199,Crucero,Avión,False,BOEING,Boeing B-738,LV-HKN,Incidente,True,Commercial Air Transport,Ninguno,MAC (Airprox/ACAS alert/loss of separation/ midair collision),Crucero,Avión,False,BOEING,Boeing B-763,N538LA,Incidente,True,Commercial Air Transport,Ninguno,MAC (Airprox/ACAS alert/loss of separation/ midair collision)
2021,11,20,12:35:00,Aeródromo Azcarate Irastorsa S.A - Int. Alvear (La Pampa),-35.23361111111111,-63.56555555555556,Aterrizaje,Avión,False,CESSNA,C-152,LV-BXJ,Accidente,True,Non-Commercial Operations,De importancia,USOS (Undershoot/overshoot),,,,,,,,,,,
2021,11,18,12:30:00,Localidad Morón (Buenos Aires),-34.67916666666667,-58.64277777777778,Rodaje a plataforma,Avión,False,CESSNA,C-150-M,LV-CDW,Accidente,True,Non-Commercial Operations,De importancia,GCOL (Ground Collision),,,,,,,,,,,
2021,11,17,18:30:00,Zona rural Rauch (Buenos Aires),-36.63388888888889,-58.76111111111111,Crucero,Helicóptero,False,ROBINSON,R-22,LV-ZRH,Accidente,True,Non-Commercial Operations,Destruida,"F-POST (Fire/smoke Post-Impact), LALT (Low altitude operations), LOC-I (Loss of control - inflight)",,,,,,,,,,,
2021,11,16,10:30:00,Aeropuerto San Fernando (Buenos Aires),-34.455000000000005,-58.59138888888889,Crucero,Avión,False,FAIRCHILD,SA-227-DC,LV-BGH,Intervención,False,Non-Commercial Operations,Ninguno,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2021,11,10,20:50:00,Localidad San Carlos De Bolívar (Buenos Aires),-36.08055555555556,-60.86944444444445,Aproximación,Planeador,False,Rolladen Schneider,LS-4,LV-ENW,Accidente,True,Non-Commercial Operations,Leves,"LOLI (Loss of lifting conditions en-route), CFIT (Controlled fligth into or toward terrain)",,,,,,,,,,,
2021,11,9,16:47:00,Aeródromo General Rodríguez (Buenos Aires),-34.680277777777775,-59.03583333333333,Aterrizaje,Avión,False,CESSNA,152-II,LV-AMI,Accidente,True,Non-Commercial Operations,De importancia,ARC (Abnormal runway contact),,,,,,,,,,,
2021,11,3,00:40:00,Localidad Baradero (Buenos Aires),-33.81027777777778,-59.49972222222223,Crucero,Avión,False,BOEING,B-787,N36962,Incidente,True,Commercial Air Transport,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,
2021,11,2,07:27:00,Aeropuerto Aeroparque Jorge Newbery (Sabe) (Buenos Aires),-34.55972222222222,-58.415,Aterrizaje,Avión,False,FAIRCHILD,SA-227-DC,LV-BYN,Incidente,True,Non-Commercial Operations,Leves,AMAN (Abrupt Maneuvre),,,,,,,,,,,
2021,10,31,21:00:00,"Localidad Itacaruaré, San Javier (Misiones)",-27.883333333333333,-55.13611111111111,Aproximación,Avión,False,BRISA,SIN DATOS,LV-UX120,Accidente,True,Non-Commercial Operations,De importancia,"CTOL (Collision with obstacle during take-off and landing), AMAN (Abrupt Maneuvre)",,,,,,,,,,,
2021,10,30,22:19:00,Localidad Villa General Belgrano (Cordoba),-31.96722222222222,-64.56305555555555,Maniobras,Avión,True,RANS & CO,S9,LV-X571,Accidente,True,Non-Commercial Operations,Destruida,LALT (Low altitude operations),,,,,,,,,,,
2021,10,30,21:00:00,Aeródromo Diamante (Entre Rios),-32.01611111111111,-60.58305555555556,Despegue,Planeador,False,SCHWEIZER,SGU2-22,LV-EFH,Intervención,False,Non-Commercial Operations,Destruida,desconocido,,,,,,,,,,,
2021,10,30,17:20:00,Aeropuerto Coronel Felipe Varlea - Catamarca (Sanc) (Catamarca),,,Aterrizaje,Avión,False,AEROSTAR,601-P,LV-OAR,Accidente,True,Non-Commercial Operations,De importancia,ARC (Abnormal runway contact),,,,,,,,,,,
2021,10,30,13:40:00,Localidad Marcos Paz (Buenos Aires),-34.72277777777778,-58.89277777777778,Crucero,Avión,False,TECNAM,P-2002,LV-GKC,Accidente,True,Non-Commercial Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,
2021,10,26,13:30:00,Aeropuerto San Fernando (Buenos Aires),-34.455000000000005,-58.59138888888889,Rodaje salida,Avión,False,LEARJET,LJ-35,LV-BPO,Incidente,True,Commercial Air Transport,Leves,F-NI (Fire/smoke non-impact),,,,,,,,,,,
2021,10,23,20:00:00,Aeroclub San Juan (San Juan),-31.60305555555556,-68.54722222222222,Aterrizaje,Avión,False,PIPER,PA-28,LV-APC,Intervención,False,Non-Commercial Operations,Leves,RE (Runway Excursion),,,,,,,,,,,
2021,10,23,11:15:00,Localidad Au Perito Moreno Altura Peaje Parque Avellaneda (Ciudad Autónoma De Buenos Aires),-34.64833333333333,-58.47777777777778,Estacionado,Helicóptero,False,MESSERSCHMITT BÖLKOW,BO-105S,LV-CVE,Accidente,True,Commercial Air Transport,De importancia,RAMP (Ground Handling),,Camión Tractor,,SCANIA,P340 B,,Accidente,,,,
2021,10,23,11:15:00,Localidad Au Perito Moreno Altura Peaje Parque Avellaneda (Ciudad Autónoma De Buenos Aires),-34.64722222222222,-58.47833333333333,Estacionado,Helicóptero,False,EUROCOPTER,EC-120-B,LV-CVE,Accidente,True,Commercial Air Transport,De importancia,GCOL (Ground Collision),,,,,,,,,,,
