fecha,hora,clase_evento,lugar,latitud,longitud,Vehículo 1 - fase,Vehículo 1 - tipo,Vehículo 1 - experimental,Vehículo 1 - marca,Vehículo 1 - modelo,Vehículo 1 - matricula,Vehículo 1 - suceso,Vehículo 1 - investigacion,Vehículo 1 - operacion,Vehículo 1 - danios,Vehículo 1 - categoria,Vehículo 2 - fase,Vehículo 2 - tipo,Vehículo 2 - experimental,Vehículo 2 - marca,Vehículo 2 - modelo,Vehículo 2 - matricula,Vehículo 2 - suceso,Vehículo 2 - investigacion,Vehículo 2 - operacion,Vehículo 2 - danios,Vehículo 2 - categoria,Vehículo 2 - dominio,Vehículo 2 - categoria_servicios
2011-08-08,15:00,,Zona rural Parana (Entre Rios),-31.75777777777778,-60.36833333333333,Aproximación,Avión,False,AERO BOERO,AB-115,LV-JXT,Accidente,True,Non-Commercial Operations,Destruida,"F-POST (Fire/smoke Post-Impact), LOC-I (Loss of control - inflight)",,,,,,,,,,,,,
2011-08-07,20:15,,Zona rural Tio Pujio (Cordoba),-32.238055555555555,-63.33416666666667,Crucero,Avión,False,PIPER,PA-11,LV-YON,Accidente,True,Non-Commercial Operations,De importancia,CFIT (Controlled fligth into or toward terrain),,,,,,,,,,,,,
2011-07-31,14:40,,Localidad Tortuguitas (Buenos Aires),-34.471111111111114,-58.73638888888889,Crucero,Avión,False,PIPER,PA-22-108,LV-IAW,Accidente,True,Specialised Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,,,
2011-07-24,14:48,,Aeródromo Esquel (Chubut),-42.903888888888886,-71.13555555555556,Aterrizaje,Avión,False,AIRBUS,A-320,LV-CKV,Incidente grave,True,Commercial Air Transport,Leves,RE (Runway Excursion),,,,,,,,,,,,,
2011-07-17,17:05,,Lugar apto denunciado Cevica( Centro De Vigilancia Y Control Aeroespacial) (Buenos Aires),-34.67833333333333,-58.7475,Crucero,Avión,False,PIPER,J-4-E,LV-RGA,Accidente,True,Non-Commercial Operations,Leves,FUEL (Fuel related),,,,,,,,,,,,,
2011-07-16,19:00,,Aeródromo Ezpeleta (Buenos Aires),-34.74638888888889,-58.20333333333333,Crucero,Avión,False,FMA,IAe 20 (EL BOYERO),LV-YTZ,Accidente,True,Non-Commercial Operations,Leves,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,,,
2011-07-04,21:30,,Aeródromo Alta Gracia (Cordoba),-31.999722222222225,-64.72583333333334,Aproximación,Avión,False,CESSNA,182 G,LV-IFY,Incidente,True,Non-Commercial Operations,Ninguno,FUEL (Fuel related),,,,,,,,,,,,,
2011-07-04,16:35,,Aeródromo General Belgrano (Salta),-24.745555555555555,-65.42722222222223,Ascenso,Avión,False,PIPER,PA-11,LV-NMW,Accidente,True,Non-Commercial Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,,,
2011-06-30,13:15,,Localidad Ingeniero Maschwitz (Buenos Aires),-34.36194444444445,-58.70277777777778,Maniobras,Helicóptero,False,ROBINSON,R-22,LV-YFB,Accidente,True,Non-Commercial Operations,De importancia,LOC-I (Loss of control - inflight),,,,,,,,,,,,,
2011-06-04,14:30,,Zona rural L.A.D. Nº 2437- Oliveros (Santa Fe),-32.5375,-60.858333333333334,Aproximación,Avión,False,PIPER,J-3C,LV-NFX,Accidente,True,Non-Commercial Operations,Destruida,CFIT (Controlled fligth into or toward terrain),,,,,,,,,,,,,
2011-05-28,15:40,,Aeropuerto San Fernando (Buenos Aires),-34.44944444444444,-58.581388888888895,Aterrizaje,Avión,False,PIPER,PA-38,LV-OFH,Accidente,True,Non-Commercial Operations,De importancia,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,,,
2011-05-25,22:00,,Aeródromo Venado Tuerto (Santa Fe),-33.67861111111111,-61.95444444444445,Crucero,Avión,False,PIPER,PA-A-28-181,LV-ARS,Accidente,True,Non-Commercial Operations,De importancia,LOC-I (Loss of control - inflight),,,,,,,,,,,,,
2011-05-18,23:50,,Localidad Prahuaniyeu (Rio Negro),-41.08777777777778,-67.94805555555556,Crucero,Avión,False,SAAB,340-A,LV-CEJ,Accidente,True,Commercial Air Transport,Destruida,"ICE (Icing), F-POST (Fire/smoke Post-Impact), LOC-I (Loss of control - inflight)",,,,,,,,,,,,,
2011-05-13,18:00,,Aeroclub Bariloche (Rio Negro),-41.151111111111106,-71.15777777777778,Aterrizaje,Avión,False,AERO BOERO,AB-115,LV-AIH,Accidente,True,Non-Commercial Operations,Leves,"ARC (Abnormal runway contact), LOC-G (Loss of control -ground)",,,,,,,,,,,,,
2011-05-13,14:00,,Aeródromo Zárate (Buenos Aires),-34.1175,-59.08222222222223,Aterrizaje,Avión,False,CESSNA,C-152,LV-OOL,Accidente,True,Non-Commercial Operations,Leves,RE (Runway Excursion),,,,,,,,,,,,,
2011-05-07,21:20,,Zona rural Santa Ana (Misiones),-27.41638888888889,-55.63138888888889,Crucero,Avión,False,PIPER,PA-28-140,LV-LCM,Accidente,True,Non-Commercial Operations,Leves,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,,,
2011-04-22,02:55,,Aeropuerto Aeroparque Jorge Newbery (Sabe) (Buenos Aires),-34.55888888888889,-58.41722222222222,Aproximación,Avión,False,MC DONNELL DOUGLAS,DC-9-81,LV-WFN,Incidente,True,Commercial Air Transport,Leves,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,,,
2011-04-18,15:30,,Localidad San Fernando (Buenos Aires),-32.455000000000005,-58.59138888888889,Aproximación,Avión,False,MC DONNELL DOUGLAS,MD-81,LV- WFN,Incidente,True,Commercial Air Transport,Leves,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,,,
2011-04-14,11:30,,Localidad Cercanías A Río Gallegos (Santa Cruz),-51.60888888888889,-69.31277777777777,Ascenso,Avión,False,FAIRCHILD,F-SA-227-AC-METRO III,LV-WTE,Accidente,True,Commercial Air Transport,Leves,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,,,
2011-04-10,14:30,,Aeródromo Isla Martin Garcia (Buenos Aires),-34.18277777777777,-58.25055555555556,Aterrizaje,Experimental,True,VAN S,RV-6,LV-X429,Accidente,True,Non-Commercial Operations,Leves,ARC (Abnormal runway contact),,,,,,,,,,,,,
2011-04-08,21:00,,Zona rural A 9 Km Al Sur De La Ciudas De Córdoba (Cordoba),-31.480277777777776,-64.1825,Aterrizaje,Avión,False,CESSNA,C-140,LV-NIP,Accidente,True,Non-Commercial Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,,,
2011-04-07,13:50,,Aeródromo Allen (Rio Negro),-38.95027777777778,-67.8025,Aterrizaje,Avión,False,PIPER,PA-A-28-181,LV-ARN,Accidente,True,Non-Commercial Operations,Leves,RE (Runway Excursion),,,,,,,,,,,,,
2011-03-22,12:15,,Zona rural Quiscaloro (Salta),-25.77472222222222,-64.34722222222221,Aterrizaje,Avión,False,AIR TRACTOR,AT-502-B,LV-CIU,Accidente,True,Specialised Operations,De importancia,LOC-G (Loss of control -ground),,,,,,,,,,,,,
2011-03-12,21:40,,Aeropuerto Ministro Pistarini -Ezeiza (Saez) (Buenos Aires),-34.82222222222222,-58.53333333333333,Crucero,Avión,False,BOEING,B-727-200,N494FE,Incidente,True,Commercial Air Transport,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,,,
2011-03-11,16:30,,"Localidad Suls (Maldonado, Uruguay)",-34.9,-54.95,Se desconoce,Avión,False,BOMBARDIER,B-600,N-100QR,Incidente,True,Commercial Air Transport,Ninguno,UNK (Unknown o undetermined),,,,,,,,,,,,,
2011-03-11,10:30,,Estancia Laguna Limpia (Santa Fe),-28.586944444444445,-60.433055555555555,Despegue,Avión,False,BEECHCRAFT,B-35,LV-JJS,Accidente,True,Non-Commercial Operations,De importancia,RE (Runway Excursion),,,,,,,,,,,,,
2011-03-08,17:20,,Aeropuerto San Fernando (Buenos Aires),-34.29111111111111,-58.59138888888889,Aterrizaje,Experimental,True,MIKOYAN GUREVICH,Mig-15-UTI,LV-X216,Accidente,True,Non-Commercial Operations,Leves,"SCF-NP (System/component failure or malfunction (No Powerplant), RE (Runway Excursion)",,,,,,,,,,,,,
2011-03-01,15:40,,Localidad Chacras De Coria- Lujan (Mendoza),-33.03916666666667,-68.87944444444443,Maniobras,Avión,False,CESSNA,C-170,LV-FOP,Accidente,True,Specialised Operations,Destruida,"LALT (Low altitude operations), LOC-I (Loss of control - inflight)",,,,,,,,,,,,,
2011-03-01,13:00,,Zona rural Pila  (Buenos Aires),-36.055,-58.24805555555556,Ascenso,Avión,False,PIPER,PA-36,LV-MNI,Accidente,True,Specialised Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,,,
2011-02-25,21:30,,Aeródromo San Juan (San Juan),-31.57111111111111,-68.42111111111112,Aterrizaje,Avión,False,PIPER,PA-A-32RT300,LV-MSD,Accidente,True,Non-Commercial Operations,Leves,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,,,
2011-02-25,19:10,,Zona rural General Pico (La Pampa),-35.48305555555556,-63.48305555555556,Ascenso,Avión,False,PIPER,PA-31-325,LV-LST,Incidente,True,Non-Commercial Operations,Ninguno,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,,,
2011-02-25,18:30,,Aeropuerto San Fernando (Buenos Aires),-34.455000000000005,-58.59138888888889,Aterrizaje,Avión,False,BEECHCRAFT,V-35-B,LV-LSF,Accidente,True,Non-Commercial Operations,De importancia,ARC (Abnormal runway contact),,,,,,,,,,,,,
2011-02-23,02:10,,Aeropuerto Ministro Pistarini -Ezeiza (Saez) (Buenos Aires),-32.90361111111111,-60.78444444444444,Crucero,Avión,False,BOEING,B-737-300,CP-2550,Incidente,True,Commercial Air Transport,Leves,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,,,
2011-02-21,21:18,,Aeropuerto Ministro Pistarini -Ezeiza (Saez) (Buenos Aires),-34.82222222222222,-58.53583333333333,Despegue,Avión,False,BOEING,B-747-430,D-ABVK,Incidente,True,Commercial Air Transport,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,,,
2011-02-17,13:30,,Aeródromo San Justo (Buenos Aires),-34.735,-58.654444444444444,Maniobras,Avión,False,PIPER,PA-11,LV-YMN,Accidente,True,Non-Commercial Operations,Leves,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,,,
2011-02-17,13:00,,Estancia San Jose De Yatasto (Salta),-25.662499999999998,-65.01638888888888,Maniobras,Avión,False,CESSNA,A-188-B,LV-LLI,Accidente,True,Specialised Operations,Destruida,"F-POST (Fire/smoke Post-Impact), LALT (Low altitude operations)",,,,,,,,,,,,,
2011-02-16,13:15,,Aeródromo General Alvear (Mendoza),-34.97166666666667,-67.72527777777778,Despegue,Avión,False,PIPER,PA-28-140,LV-LCO,Accidente,True,Non-Commercial Operations,De importancia,LOC-I (Loss of control - inflight),,,,,,,,,,,,,
2011-02-15,01:50,,Aeródromo Presidencia Roque Saenz Peña (Chaco),-26.78638888888889,-60.48888888888889,Despegue,Avión,False,CESSNA,CITATION,LV-BXH,Incidente,True,Non-Commercial Operations,Ninguno,BIRD (Birdstrike),,,,,,,,,,,,,
2011-02-11,15:00,,"Localidad Raúl Balmaceda (Aysén, Chile)",-45.566944444444445,-72.05027777777778,Aterrizaje,Experimental,True,EUROPA,XS,LV-X275,Accidente,True,Non-Commercial Operations,Destruida,LOC-I (Loss of control - inflight),,,,,,,,,,,,,
2011-02-07,16:30,,Aeropuerto Islas Malvinas - Rosario (Saar) (Santa Fe),-38.71611111111111,-62.163888888888884,Rodaje salida,Avión,False,MC DONNELL DOUGLAS,MD-83,LV-ARF,Incidente,True,Commercial Air Transport,Leves,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,,,
2011-02-06,15:30,,Aeropuerto San Fernando (Buenos Aires),-34.455000000000005,-58.59138888888889,Ascenso,Avión,False,CESSNA,T-337-H,LV-ZZN,Accidente,True,Non-Commercial Operations,De importancia,"ARC (Abnormal runway contact), SCF-NP (System/component failure or malfunction (No Powerplant)",,,,,,,,,,,,,
2011-02-04,11:30,,Zona rural Pichanal (Salta),-23.53111111111111,-64.11166666666666,Despegue,Avión,False,CESSNA,T-188-C,LV-BTT,Accidente,True,Specialised Operations,Leves,"CTOL (Collision with obstacle during take-off and landing), RE (Runway Excursion)",,,,,,,,,,,,,
2011-02-02,19:00,,Zona rural Capitan Sarmiento (Buenos Aires),-34.19333333333333,-59.70111111111111,Maniobras,Avión,False,WEATHERLY,620-B,LV-BBT,Incidente,True,Specialised Operations,De importancia,LALT (Low altitude operations),,,,,,,,,,,,,
2011-01-31,16:10,,"Localidad Montevideo (Montevideo, Uruguay)",-34.86694444444444,-56.166666666666664,Se desconoce,Avión,False,LEARJET,LJ-35,LV-BPL,Incidente,True,Specialised Operations,Ninguno,"LOC-G (Loss of control -ground), RE (Runway Excursion)",,,,,,,,,,,,,
2011-01-31,11:15,,"ZMT Bahía Ushuaia (Tierra Del Fuego, Antártida E Islas Del Atlántico Sur)",-54.802499999999995,-68.26694444444445,Despegue,Helicóptero,False,MESSERSCHMITT BÖLKOW,BK-117 C2,N-245AF,Accidente,True,Non-Commercial Operations,De importancia,"CTOL (Collision with obstacle during take-off and landing), LALT (Low altitude operations)",,,,,,,,,,,,,
2011-01-30,16:22,,Aeródromo Mar Del Plata (Buenos Aires),-37.93416666666666,-57.57333333333334,Despegue,Avión,False,MAULE,M-4 220,LV-AXA,Accidente,True,Non-Commercial Operations,De importancia,"LOC-G (Loss of control -ground), RE (Runway Excursion)",,,,,,,,,,,,,
2011-01-29,23:00,,Aeródromo Esperanza (Santa Fe),-31.46611111111111,-60.83388888888889,Aterrizaje,Experimental,True,MARCOS-SONERAI,II-LS,LV-X393,Accidente,True,Non-Commercial Operations,De importancia,RE (Runway Excursion),,,,,,,,,,,,,
2011-01-29,22:10,,Localidad Coronel Olmedo (Cordoba),-31.363333333333333,-64.12527777777777,Crucero,Experimental,True,TIGER MOHT,TIGER MOHT,LV-X328,Accidente,True,Non-Commercial Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,,,
2011-01-21,21:00,,Aeródromo Ezpeleta (Buenos Aires),-34.74527777777778,-58.205000000000005,Rodaje a plataforma,Avión,False,CESSNA,C-310-N,LV-JJJ,Accidente,True,Non-Commercial Operations,De importancia,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,,,
2011-01-15,21:45,,Aeródromo San Nicolás De Los Arroyos (Buenos Aires),-33.39083333333333,-60.19555555555555,Ascenso,Avión,False,FMA,IAe 20 (EL BOYERO),LV-ZFN,Accidente,True,Non-Commercial Operations,Leves,LOC-I (Loss of control - inflight),,,,,,,,,,,,,
2011-01-09,14:45,,Localidad Nogoya (Entre Rios),-32.39944444444444,-59.75055555555556,Ascenso,Ultraliviano,False,FLIGHTSTAR,BIPLAZA,LV-U109,Accidente,True,Non-Commercial Operations,De importancia,"ARC (Abnormal runway contact), SCF-PP (Powerplant failure or malfunction)",,,,,,,,,,,,,
2011-01-05,22:50,,Zona rural Colonia Santa Ana-Departamento Roque Sáenz Peña (Cordoba),-34.25666666666667,-63.59527777777778,Crucero,Avión,False,PIPER,PA-25,LV-ACM,Intervención,False,Specialised Operations,De importancia,"F-POST (Fire/smoke Post-Impact), LALT (Low altitude operations)",,,,,,,,,,,,,
2010-12-30,11:55,,Aeroclub Rawson (Chubut),-43.3,-65.06666666666666,Aterrizaje,Avión,False,PIPER,PA-A-38-112,LV-OBO,Accidente,True,Non-Commercial Operations,De importancia,"ARC (Abnormal runway contact), SCF-NP (System/component failure or malfunction (No Powerplant)",,,,,,,,,,,,,
2010-12-29,21:12,,Aeródromo Marcos Juarez (Cordoba),-32.68444444444444,-62.158055555555556,Aterrizaje,Planeador,False,BURGAHART GROB,G-103-A,LV-EJE,Accidente,True,Non-Commercial Operations,De importancia,USOS (Undershoot/overshoot),,,,,,,,,,,,,
2010-12-24,22:14,,Aeródromo Gualeguaychu (Entre Rios),-33.01027777777778,-58.613055555555555,Crucero,Avión,False,LEARJET,LJ-25,N-343RK,Incidente grave,True,Commercial Air Transport,Leves,FUEL (Fuel related),,,,,,,,,,,,,
2010-12-23,16:00,,Aeródromo Ezpeleta (Buenos Aires),-34.74638888888889,-58.20333333333333,Aterrizaje,Avión,False,PIPER,PA-11-C,LV-NTI,Accidente,True,Non-Commercial Operations,De importancia,"ARC (Abnormal runway contact), LOC-G (Loss of control -ground), RE (Runway Excursion)",,,,,,,,,,,,,
2010-12-19,21:00,,Localidad General Rodriguez (Buenos Aires),-34.64,-58.9375,Ascenso,Avión,False,PIPER,PA-12,LV-FBF,Accidente,True,Non-Commercial Operations,Leves,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,,,
2010-12-17,12:30,,Aeropuerto Formosa (Formosa),-26.212777777777777,-58.22805555555556,Crucero,Avión,False,PILATUS,PC-6-B2-H2,LV-MIS,Incidente,True,Specialised Operations,Leves,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,,,
2010-12-13,14:30,,Aeródromo General Urquiza (Entre Rios),-31.79361111111111,-60.48111111111111,Aterrizaje,Avión,False,PIPER,PA-28-200R,LV-LXU,Accidente,True,Non-Commercial Operations,Leves,"ARC (Abnormal runway contact), SCF-NP (System/component failure or malfunction (No Powerplant)",,,,,,,,,,,,,
2010-12-07,22:20,,Aeropuerto San Fernando (Buenos Aires),-34.455000000000005,-58.59138888888889,Despegue,Avión,False,DASSAULT,F-20-F5,LV-BIY,Accidente,True,Commercial Air Transport,Leves,CTOL (Collision with obstacle during take-off and landing),,,,,,,,,,,,,
2010-12-07,15:00,,"Lugar apto denunciado Ruta Nacional Nº 28 Km 20-Rivera (Montevideo, Uruguay)",-30.958333333333332,-55.53444444444444,Crucero,Avión,False,CESSNA,A-182-N,LV-JEF,Accidente,True,Non-Commercial Operations,Leves,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,,,
2010-12-06,18:25,,Aeropuerto San Fernando (Buenos Aires),-34.455000000000005,-58.59138888888889,Aterrizaje,Avión,False,CESSNA,C-337-G,LV-WHH,Accidente,True,Non-Commercial Operations,De importancia,"SCF-NP (System/component failure or malfunction (No Powerplant), RE (Runway Excursion)",,,,,,,,,,,,,
2010-12-05,20:30,,Zona rural Carlos Casares (Buenos Aires),-35.61527777777778,-61.349722222222226,Maniobras,Experimental,True,CORBY CJ-1,STARLET,LV-X277,Accidente,True,Non-Commercial Operations,Destruida,"LALT (Low altitude operations), LOC-I (Loss of control - inflight)",,,,,,,,,,,,,
2010-12-05,17:15,,Aeródromo Tres Arroyos (Buenos Aires),-38.35,-60.85,Aproximación,Planeador,False,IAR,IS-28-B2,LV-DNY,Accidente,True,Non-Commercial Operations,De importancia,LOC-I (Loss of control - inflight),,,,,,,,,,,,,
2010-12-01,19:15,,Lugar apto denunciado Vertical De La Garma (Buenos Aires),-37.95,-60.416666666666664,Crucero,Avión,False,CESSNA,C-402-B,LQ-JZC,Accidente,True,Non-Commercial Operations,De importancia,WSTRW (Windshear or thunderstorm),,,,,,,,,,,,,
2010-11-22,10:30,,Zona rural San Javier (Santa Fe),-30.565555555555555,-59.98027777777778,Despegue,Avión,False,PIPER,PA-36,LV-OBU,Accidente,True,Specialised Operations,De importancia,LOC-I (Loss of control - inflight),,,,,,,,,,,,,
2010-11-21,19:20,,Lugar apto denunciado Paso Laguna Del Pelado-Proximidades Cerro Mercedario (San Juan),-32.10472222222222,-70.2775,Crucero,Planeador,False,SCHEMPP HIRTH,Discus BT,CC-LWC,Accidente,True,Non-Commercial Operations,Destruida,NAV (Navigation Error),,,,,,,,,,,,,
2010-11-14,17:20,,Aeropuerto Morón (Buenos Aires),-34.65361111111111,-58.644444444444446,Aterrizaje,Avión,False,PIPER,PA-A-38-112,LV-OLD,Accidente,True,Non-Commercial Operations,De importancia,"ARC (Abnormal runway contact), SCF-NP (System/component failure or malfunction (No Powerplant), RE (Runway Excursion)",,,,,,,,,,,,,
2010-11-13,16:14,,Aeropuerto San Fernando (Buenos Aires),-34.455000000000005,-58.59138888888889,Aterrizaje,Avión,False,VAN S,RV-9,PU-RVQ,Incidente,True,Non-Commercial Operations,Ninguno,"SCF-NP (System/component failure or malfunction (No Powerplant), RE (Runway Excursion)",,,,,,,,,,,,,
2010-11-10,20:20,,Aeropuerto Islas Malvinas - Rosario (Saar) (Santa Fe),-32.90361111111111,-60.78444444444444,Despegue,Avión,False,CESSNA,C-310-P,LV-JNJ,Accidente,True,Non-Commercial Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,,,
2010-11-07,19:15,,Zona rural Haras San Blas (Buenos Aires),-34.57944444444445,-59.04194444444444,Crucero,Avión,False,PIPER,PA-22-108,LV-ICO,Accidente,True,Non-Commercial Operations,Destruida,"SCF-PP (Powerplant failure or malfunction), F-NI (Fire/smoke non-impact)",,,,,,,,,,,,,
2010-11-02,15:30,,Aeródromo San Rafael (Mendoza),-34.58861111111111,-68.40277777777779,Aterrizaje,Avión,False,PIPER,PA-11,LV-YQG,Accidente,True,Specialised Operations,De importancia,"LOC-G (Loss of control -ground), RE (Runway Excursion)",,,,,,,,,,,,,
2010-11-02,11:00,,Aeródromo Rufino (Santa Fe),-34.282777777777774,-62.6675,Aterrizaje,Avión,False,AERO BOERO,115-AB,LV-AIL,Accidente,True,Non-Commercial Operations,De importancia,ARC (Abnormal runway contact),,,,,,,,,,,,,
2010-10-31,20:30,,Aeródromo Alta Gracia (Cordoba),-31.65083333333333,-64.3938888888889,Descenso,Avión,False,CESSNA,C-185,LV-HNS,Incidente,True,Non-Commercial Operations,Ninguno,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,,,
2010-10-27,14:35,,Aeropuerto Puerto Iguazú Carlos E. Krause (Sari) (Misiones),-25.737222222222222,-54.473333333333336,Aterrizaje,Avión,False,BEECHCRAFT,B-58,LV-JTY,Accidente,True,Non-Commercial Operations,Leves,ARC (Abnormal runway contact),,,,,,,,,,,,,
2010-10-24,14:45,,Localidad Santa Isabel (La Pampa),-36.238055555555555,-66.95611111111111,Ascenso,Avión,False,ANTONOV,AN-2,CX-CAP,Accidente,True,Specialised Operations,Destruida,"SCF-PP (Powerplant failure or malfunction), F-POST (Fire/smoke Post-Impact)",,,,,,,,,,,,,
2010-10-24,14:30,,Lugar apto denunciado Club De Planeadores De Santa Rosa/El Pampero (La Pampa),-36.59666666666667,-64.18722222222223,Ascenso,Avión,True,RANS & CO,S-6-ES,LV-X245,Accidente,True,Non-Commercial Operations,De importancia,LOC-I (Loss of control - inflight),,,,,,,,,,,,,
2010-10-21,15:05,,Zona rural Radial 212 Eno 10Mn (Buenos Aires),-34.594166666666666,-65.15361111111112,Crucero,Avión,False,CESSNA,C-152,LV-OOM,Incidente,True,Non-Commercial Operations,Ninguno,FUEL (Fuel related),,,,,,,,,,,,,
2010-10-18,21:40,,Aeródromo Coronel Dorrego (Buenos Aires),-38.733333333333334,-61.266666666666666,Despegue,Avión,False,PIPER,PA-36-300,LV-MRJ,Accidente,True,Specialised Operations,De importancia,LOC-I (Loss of control - inflight),,,,,,,,,,,,,
2010-10-18,13:50,,"Aeropuerto Malvinas Argentinas (Tierra Del Fuego, Antártida E Islas Del Atlántico Sur)",-54.843333333333334,-68.29555555555555,Estacionado,Avión,False,MC DONNELL DOUGLAS,DC-9-88,LV-VBX,Incidente,True,Commercial Air Transport,Leves,RAMP (Ground Handling),,,,,,,,,,,,,
2010-10-16,18:40,,Aeródromo San Andres De Giles (Buenos Aires),-34.47027777777778,-59.44138888888889,Despegue,Avión,False,AERO BOERO,AB-180,LV-JYF,Accidente,True,Non-Commercial Operations,De importancia,"LOC-I (Loss of control - inflight), GTOW (Glider towing related events)",,,,,,,,,,,,,
2010-10-14,16:31,,Aeropuerto Resistencia (Sare) (Chaco),-27.45,-59.05611111111111,Aterrizaje,Avión,False,BEECHCRAFT,V-35-B,ZP-BMM,Accidente,True,Non-Commercial Operations,Leves,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,,,
2010-10-10,18:10,,Zona rural San Andrés De Giles (Buenos Aires),-34.45888888888889,-59.439722222222215,Ascenso,Planeador,False,JANUS,II-B,LV-DLG,Accidente,True,Non-Commercial Operations,De importancia,GTOW (Glider towing related events),,,,,,,,,,,,,
2010-10-10,15:08,,Aeropuerto Formosa (Formosa),-26.183333333333334,-58.175,Aterrizaje,Avión,False,PIPER,PA-34-200T,LV-BSX,Incidente,True,Non-Commercial Operations,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,,,
2010-10-09,19:45,,"Lugar apto denunciado Fl 310, Radial 203 De Crv. Dist Calafate 193 Nm (Santa Cruz)",-50.28,-72.05111111111111,Crucero,Avión,False,MC DONNELL DOUGLAS,MD-88,LV-VBZ,Incidente grave,True,Commercial Air Transport,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,,,
2010-10-09,13:58,,Aeropuerto Almirante Zar - Trelew (Savt) (Chubut),-43.209722222222226,-65.20194444444445,Aterrizaje,Experimental,True,VAN S,RV-6,N-181R,Incidente,True,Non-Commercial Operations,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,,,
2010-10-04,22:30,,Aeropuerto Ministro Pistarini -Ezeiza (Saez) (Buenos Aires),-34.82222222222222,-58.53583333333333,Crucero,Avión,False,MC DONNELL DOUGLAS,MD-88,LV-BOR,Incidente,True,Commercial Air Transport,Ninguno,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,,,
2010-10-03,19:20,,Localidad Marcos Paz (Buenos Aires),-34.78333333333333,-58.85,Crucero,Avión,False,PIPER,PA-A-38-112,LV-MNO,Accidente,True,Non-Commercial Operations,Destruida,LOC-I (Loss of control - inflight),,,,,,,,,,,,,
2010-10-02,02:55,,Aeropuerto Ministro Pistarini -Ezeiza (Saez) (Buenos Aires),-34.82222222222222,-58.53583333333333,Aterrizaje,Avión,False,EMBRAER,BANDEIRANTE 110,CX-MAS,Incidente,True,Commercial Air Transport,Leves,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,,,
2010-09-24,16:30,,Aeropuerto San Fernando (Buenos Aires),-34.455000000000005,-58.58416666666667,Rodaje salida,Avión,False,CESSNA,C-337-G,CX-BLJ,Incidente,True,Non-Commercial Operations,Ninguno,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,,,
2010-09-21,20:45,,Aeródromo Ezpeleta (Buenos Aires),-34.74638888888889,-58.20333333333333,Ascenso,Avión,False,PIPER,PA-11,LV-RRD,Accidente,True,Non-Commercial Operations,Leves,FUEL (Fuel related),,,,,,,,,,,,,
2010-09-16,18:05,,Aeródromo San Jorge (Santa Fe),-31.88888888888889,-61.84388888888889,Aterrizaje,Avión,False,AERO BOERO,AB-115,LV-AIG,Accidente,True,Non-Commercial Operations,Leves,"ARC (Abnormal runway contact), RE (Runway Excursion)",,,,,,,,,,,,,
2010-09-06,19:30,,Aeropuerto Juan Domingo Perón - Neuquén (Sazn) (Neuquen),-38.94555555555555,-68.17027777777778,Ascenso,Avión,False,LEARJET,LJ-45,LV-CAR,Incidente,True,Commercial Air Transport,Leves,SCF-NP (System/component failure or malfunction (No Powerplant),,,,,,,,,,,,,
2010-08-18,17:09,,Aeropuerto Resistencia (Sare) (Chaco),-27.45,-59.05611111111111,Crucero,Experimental,True,WHEELER,EXPRESS,LV-X410,Accidente,True,Non-Commercial Operations,De importancia,SCF-PP (Powerplant failure or malfunction),,,,,,,,,,,,,
